"","agency_cd","site_no","sample_dt","sample_tm","sample_end_dt","sample_end_tm","sample_start_time_datum_cd","tm_datum_rlbty_cd","coll_ent_cd","medium_cd","project_cd","aqfr_cd","tu_id","body_part_id","hyd_cond_cd","samp_type_cd","hyd_event_cd","sample_lab_cm_tx","parm_cd","remark_cd","result_va","val_qual_tx","meth_cd","dqi_cd","rpt_lev_va","rpt_lev_cd","lab_std_va","prep_set_no","prep_dt","anl_set_no","anl_dt","result_lab_cm_tx","anl_ent_cd","startDateTime","Analyte","Site"
"106","USGS","0134277112",2013-08-20,"10:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.67,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-08-20 10:15:00,"SO4","Reference"
"107","USGS","0134277112",2013-08-31,"20:26",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.32,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-08-31 20:26:00,"DOC","Reference"
"108","USGS","0134277112",2013-08-31,"20:26",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,3.09,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-08-31 20:26:00,"SO4","Reference"
"109","USGS","0134277112",2013-09-13,"04:18",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.9,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-09-13 04:18:00,"DOC","Reference"
"110","USGS","0134277112",2013-09-13,"04:18",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.39,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-09-13 04:18:00,"SO4","Reference"
"111","USGS","0134277112",2013-10-07,"09:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.75,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-07 09:25:00,"DOC","Reference"
"112","USGS","0134277112",2013-10-07,"09:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.96,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-07 09:25:00,"SO4","Reference"
"113","USGS","0134277112",2013-10-07,"15:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,8.14,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-07 15:50:00,"DOC","Reference"
"114","USGS","0134277112",2013-10-07,"15:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.34,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-07 15:50:00,"SO4","Reference"
"115","USGS","0134277112",2013-10-09,"10:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,5.48,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-09 10:05:00,"DOC","Reference"
"116","USGS","0134277112",2013-10-09,"10:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.7,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-09 10:05:00,"SO4","Reference"
"117","USGS","0134277112",2013-10-09,"10:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.01,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-09 10:05:00,"MeHg","Reference"
"118","USGS","0134277112",2013-10-09,"10:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,2.13,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-09 10:05:00,"Hg","Reference"
"119","USGS","0134277112",2013-10-15,"09:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.63,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-15 09:40:00,"DOC","Reference"
"120","USGS","0134277112",2013-10-15,"09:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.99,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-15 09:40:00,"SO4","Reference"
"121","USGS","0134277112",2013-10-17,"12:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,4.79,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-17 12:30:00,"DOC","Reference"
"122","USGS","0134277112",2013-10-17,"12:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.9,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-17 12:30:00,"SO4","Reference"
"123","USGS","0134277112",2013-10-17,"12:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.01,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-17 12:30:00,"MeHg","Reference"
"124","USGS","0134277112",2013-10-17,"12:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,1.45,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-17 12:30:00,"Hg","Reference"
"125","USGS","0134277112",2013-10-22,"14:28",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,4.96,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-22 14:28:00,"DOC","Reference"
"126","USGS","0134277112",2013-10-22,"14:28",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.66,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-22 14:28:00,"SO4","Reference"
"127","USGS","0134277112",2013-10-22,"14:28",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.01,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-22 14:28:00,"MeHg","Reference"
"128","USGS","0134277112",2013-10-22,"14:28",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,1.56,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-22 14:28:00,"Hg","Reference"
"129","USGS","0134277112",2013-10-30,"12:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,4.43,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-30 12:40:00,"DOC","Reference"
"130","USGS","0134277112",2013-10-30,"12:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.74,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-30 12:40:00,"SO4","Reference"
"131","USGS","0134277112",2013-10-30,"12:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.03,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-30 12:40:00,"MeHg","Reference"
"132","USGS","0134277112",2013-10-30,"12:40",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,1.49,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-10-30 12:40:00,"Hg","Reference"
"133","USGS","0134277112",2013-10-31,"13:03",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.85,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-31 13:03:00,"DOC","Reference"
"134","USGS","0134277112",2013-10-31,"13:03",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.68,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-10-31 13:03:00,"SO4","Reference"
"135","USGS","0134277112",2013-11-01,"02:22",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6.69,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-01 02:22:00,"DOC","Reference"
"136","USGS","0134277112",2013-11-01,"02:22",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.23,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-01 02:22:00,"SO4","Reference"
"137","USGS","0134277112",2013-11-01,"03:55",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,7.99,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-01 03:55:00,"DOC","Reference"
"138","USGS","0134277112",2013-11-01,"03:55",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.18,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-01 03:55:00,"SO4","Reference"
"139","USGS","0134277112",2013-11-07,"05:34",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.84,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-07 05:34:00,"DOC","Reference"
"140","USGS","0134277112",2013-11-07,"05:34",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.5,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-07 05:34:00,"SO4","Reference"
"141","USGS","0134277112",2013-11-17,"14:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.65,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-17 14:50:00,"DOC","Reference"
"142","USGS","0134277112",2013-11-17,"14:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.65,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-17 14:50:00,"SO4","Reference"
"143","USGS","0134277112",2013-11-18,"03:04",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.64,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-18 03:04:00,"DOC","Reference"
"144","USGS","0134277112",2013-11-18,"03:04",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.22,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-18 03:04:00,"SO4","Reference"
"145","USGS","0134277112",2013-11-18,"04:21",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6.81,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-18 04:21:00,"DOC","Reference"
"146","USGS","0134277112",2013-11-18,"04:21",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.13,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-18 04:21:00,"SO4","Reference"
"147","USGS","0134277112",2013-11-18,"11:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,5.69,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-18 11:30:00,"DOC","Reference"
"148","USGS","0134277112",2013-11-18,"11:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.35,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2013-11-18 11:30:00,"SO4","Reference"
"149","USGS","0134277112",2013-11-18,"11:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.01,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-11-18 11:30:00,"MeHg","Reference"
"150","USGS","0134277112",2013-11-18,"11:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,1.86,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2013-11-18 11:30:00,"Hg","Reference"
"151","USGS","0134277112",2014-01-15,"15:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,3.85,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-01-15 15:45:00,"DOC","Reference"
"152","USGS","0134277112",2014-01-15,"15:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.28,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-01-15 15:45:00,"SO4","Reference"
"153","USGS","0134277112",2014-01-15,"15:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.01,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-01-15 15:45:00,"MeHg","Reference"
"154","USGS","0134277112",2014-01-15,"15:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,0.55,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-01-15 15:45:00,"Hg","Reference"
"155","USGS","0134277112",2014-02-27,"13:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,3.18,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-02-27 13:00:00,"DOC","Reference"
"156","USGS","0134277112",2014-02-27,"13:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,2.64,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-02-27 13:00:00,"SO4","Reference"
"157","USGS","0134277112",2014-02-27,"13:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285",NA,0.05,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-02-27 13:00:00,"MeHg","Reference"
"158","USGS","0134277112",2014-02-27,"13:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,0.53,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-02-27 13:00:00,"Hg","Reference"
"159","USGS","0134277112",2014-03-27,"08:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00681",NA,3.05,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-03-27 08:45:00,"DOC","Reference"
"160","USGS","0134277112",2014-03-27,"08:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"00945",NA,3.08,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-03-27 08:45:00,"SO4","Reference"
"161","USGS","0134277112",2014-03-27,"08:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50285","M",NA,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-03-27 08:45:00,"MeHg","Reference"
"162","USGS","0134277112",2014-03-27,"08:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"A","9","9",NA,"50287",NA,0.33,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-03-27 08:45:00,"Hg","Reference"
"163","USGS","0134277112",2014-04-16,"10:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.83,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-04-16 10:30:00,"DOC","Reference"
"164","USGS","0134277112",2014-04-16,"10:30",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.11,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-04-16 10:30:00,"SO4","Reference"
"165","USGS","0134277112",2014-04-23,"13:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.81,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-04-23 13:25:00,"DOC","Reference"
"166","USGS","0134277112",2014-04-23,"13:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.28,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-04-23 13:25:00,"SO4","Reference"
"167","USGS","0134277112",2014-04-30,"12:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.2,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-04-30 12:15:00,"DOC","Reference"
"168","USGS","0134277112",2014-04-30,"12:15",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.25,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-04-30 12:15:00,"SO4","Reference"
"169","USGS","0134277112",2014-05-05,"04:10",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.47,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-05-05 04:10:00,"DOC","Reference"
"170","USGS","0134277112",2014-05-05,"04:10",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.3,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-05-05 04:10:00,"SO4","Reference"
"171","USGS","0134277112",2014-06-16,"11:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.52,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-06-16 11:00:00,"DOC","Reference"
"172","USGS","0134277112",2014-06-16,"11:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.71,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-06-16 11:00:00,"SO4","Reference"
"173","USGS","0134277112",2014-06-25,"00:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.71,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-06-25 00:25:00,"DOC","Reference"
"174","USGS","0134277112",2014-06-25,"00:25",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.43,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-06-25 00:25:00,"SO4","Reference"
"175","USGS","0134277112",2014-06-25,"18:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6.92,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-06-25 18:50:00,"DOC","Reference"
"176","USGS","0134277112",2014-06-25,"18:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,1.99,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-06-25 18:50:00,"SO4","Reference"
"177","USGS","0134277112",2014-07-28,"09:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.67,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-07-28 09:00:00,"DOC","Reference"
"178","USGS","0134277112",2014-07-28,"09:00",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.38,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-07-28 09:00:00,"SO4","Reference"
"179","USGS","0134277112",2014-08-18,"14:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,5.14,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-08-18 14:05:00,"DOC","Reference"
"180","USGS","0134277112",2014-08-18,"14:05",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.68,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-08-18 14:05:00,"SO4","Reference"
"181","USGS","0134277112",2014-08-21,"07:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,7.8,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-08-21 07:45:00,"DOC","Reference"
"182","USGS","0134277112",2014-08-21,"07:45",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.16,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-08-21 07:45:00,"SO4","Reference"
"183","USGS","0134277112",2014-09-11,"11:46",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,4.87,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-09-11 11:46:00,"DOC","Reference"
"184","USGS","0134277112",2014-09-11,"11:46",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.6,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-09-11 11:46:00,"SO4","Reference"
"185","USGS","0134277112",2014-09-23,"09:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"00681",NA,4.88,NA,"OX023","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-09-23 09:50:00,"DOC","Reference"
"186","USGS","0134277112",2014-09-23,"09:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"00945",NA,2.71,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-09-23 09:50:00,"SO4","Reference"
"187","USGS","0134277112",2014-09-23,"09:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"50285",NA,0.01,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-09-23 09:50:00,"MeHg","Reference"
"188","USGS","0134277112",2014-09-23,"09:50",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,"0",NA,"9","9","9",NA,"50287",NA,0.67,NA,NA,"R",NA,NA,NA,NA,NA,NA,NA,NA,"NY-SUCE",2014-09-23 09:50:00,"Hg","Reference"
"189","USGS","0134277112",2014-10-16,"13:34",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,6.84,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-10-16 13:34:00,"DOC","Reference"
"190","USGS","0134277112",2014-10-16,"13:34",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00945",NA,2.18,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-10-16 13:34:00,"SO4","Reference"
"191","USGS","0134277112",2014-11-17,"15:17",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","9","9",NA,"00681",NA,3.89,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-11-17 15:17:00,"DOC","Reference"
"192","USGS","0134277112",2014-12-17,"10:35",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,3.74,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-12-17 10:35:00,"DOC","Reference"
"193","USGS","0134277112",2014-12-17,"10:35",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.46,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-12-17 10:35:00,"SO4","Reference"
"194","USGS","0134277112",2014-12-17,"10:36",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00681",NA,3.74,NA,"OX023","S",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-12-17 10:36:00,"DOC","Reference"
"195","USGS","0134277112",2014-12-17,"10:36",NA,NA,"EST","K","USGS-WRD","WS","HONNEDAGA",NA,NA,NA,"A","7","9",NA,"00945",NA,2.45,NA,"IC034","R",NA,NA,NA,NA,NA,NA,NA,NA,"USGS-NYL",2014-12-17 10:36:00,"SO4","Reference"
